"Area
Code",St,Cnty,Own,NAICS,Year,Qtr,Area Type,St Name,Area,Ownership,Industry,Status Code,Establishment Count,January Employment,February Employment,March Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
72085,72,085,2,10,2023,1,County,Puerto Rico,"Las Piedras Municipio, Puerto Rico",State Government,"10 Total, all industries",,9,541,541,545,"4,296,919",609,2.47,2.28
72085,72,085,3,10,2023,1,County,Puerto Rico,"Las Piedras Municipio, Puerto Rico",Local Government,"10 Total, all industries",,1,415,415,415,"1,905,355",353,0.60,0.40
72085,72,085,5,10,2023,1,County,Puerto Rico,"Las Piedras Municipio, Puerto Rico",Private,"10 Total, all industries",,291,"5,964","6,008","6,242","55,588,873",704,1.01,1.03
72085,72,085,5,101,2023,1,County,Puerto Rico,"Las Piedras Municipio, Puerto Rico",Private,101 Goods-producing,,56,"2,411","2,413","2,546","36,690,639","1,149",2.41,3.74
72085,72,085,5,1011,2023,1,County,Puerto Rico,"Las Piedras Municipio, Puerto Rico",Private,1011 Natural resources and mining,,18,60,55,57,"217,424",292,0.70,0.30
72085,72,085,5,1012,2023,1,County,Puerto Rico,"Las Piedras Municipio, Puerto Rico",Private,1012 Construction,,22,451,455,598,"3,082,977",473,1.64,1.01
72085,72,085,5,1013,2023,1,County,Puerto Rico,"Las Piedras Municipio, Puerto Rico",Private,1013 Manufacturing,,16,"1,900","1,903","1,891","33,390,238","1,353",3.09,5.54
72085,72,085,5,102,2023,1,County,Puerto Rico,"Las Piedras Municipio, Puerto Rico",Private,102 Service-providing,,235,"3,553","3,595","3,696","18,898,234",402,0.72,0.43
72085,72,085,5,1021,2023,1,County,Puerto Rico,"Las Piedras Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,71,667,676,683,"4,032,423",459,0.51,0.42
72085,72,085,5,1022,2023,1,County,Puerto Rico,"Las Piedras Municipio, Puerto Rico",Private,1022 Information,N,3,0,0,0,0,0,0.00,0.00
72085,72,085,5,1023,2023,1,County,Puerto Rico,"Las Piedras Municipio, Puerto Rico",Private,1023 Financial activities,,18,252,264,317,"1,488,198",412,0.77,0.20
72085,72,085,5,1024,2023,1,County,Puerto Rico,"Las Piedras Municipio, Puerto Rico",Private,1024 Professional and business services,N,26,0,0,0,0,0,0.00,0.00
72085,72,085,5,1025,2023,1,County,Puerto Rico,"Las Piedras Municipio, Puerto Rico",Private,1025 Education and health services,,57,441,445,453,"2,727,261",470,0.40,0.34
72085,72,085,5,1026,2023,1,County,Puerto Rico,"Las Piedras Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,39,381,370,399,"1,499,158",301,0.52,0.57
72085,72,085,5,1027,2023,1,County,Puerto Rico,"Las Piedras Municipio, Puerto Rico",Private,1027 Other services,,21,104,106,109,"559,713",405,0.51,0.46
72087,72,087,0,10,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,101,"1,750","1,779","1,774","10,469,793",456,1.00,1.00
72087,72,087,1,10,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,1,3,3,3,"68,691","1,761",0.09,0.27
72087,72,087,2,10,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",State Government,"10 Total, all industries",,7,430,434,432,"3,473,325",618,7.95,10.94
72087,72,087,3,10,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",Local Government,"10 Total, all industries",,1,360,360,360,"1,516,197",324,2.13,1.87
72087,72,087,5,10,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",Private,"10 Total, all industries",,92,957,982,979,"5,411,580",428,0.65,0.60
72087,72,087,5,101,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",Private,101 Goods-producing,,7,80,94,98,"555,756",472,0.38,0.34
72087,72,087,5,1011,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",Private,1011 Natural resources and mining,N,2,0,0,0,0,0,0.00,0.00
72087,72,087,5,1012,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",Private,1012 Construction,N,2,0,0,0,0,0,0.00,0.00
72087,72,087,5,1013,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",Private,1013 Manufacturing,,3,68,80,84,"484,748",482,0.56,0.48
72087,72,087,5,102,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",Private,102 Service-providing,,85,877,888,881,"4,855,824",423,0.70,0.65
72087,72,087,5,1021,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,23,162,161,164,"686,338",325,0.50,0.42
72087,72,087,5,1023,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",Private,1023 Financial activities,,6,26,26,26,"105,687",313,0.26,0.09
72087,72,087,5,1024,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",Private,1024 Professional and business services,,8,67,72,54,"903,421","1,080",0.21,0.43
72087,72,087,5,1025,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",Private,1025 Education and health services,,22,393,390,393,"2,240,973",440,1.39,1.66
72087,72,087,5,1026,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,22,215,225,230,"852,682",294,1.23,1.92
72087,72,087,5,1027,2023,1,County,Puerto Rico,"Loiza Municipio, Puerto Rico",Private,1027 Other services,,4,14,14,14,"66,723",367,0.27,0.33
72089,72,089,0,10,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,161,"2,052","2,059","2,097","12,772,017",475,1.00,1.00
72089,72,089,1,10,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,1,9,9,9,"191,427","1,636",0.23,0.62
72089,72,089,2,10,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",State Government,"10 Total, all industries",,10,277,279,280,"2,374,322",655,4.36,6.13
72089,72,089,3,10,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Local Government,"10 Total, all industries",,1,233,233,233,"1,059,404",350,1.17,1.07
72089,72,089,5,10,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Private,"10 Total, all industries",,149,"1,533","1,538","1,575","9,146,864",454,0.88,0.83
72089,72,089,5,101,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Private,101 Goods-producing,,20,237,234,236,"1,475,697",482,0.77,0.73
72089,72,089,5,1011,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Private,1011 Natural resources and mining,,4,8,8,11,"29,414",251,0.47,0.20
72089,72,089,5,1012,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Private,1012 Construction,,11,164,159,160,"1,148,077",549,1.51,1.82
72089,72,089,5,1013,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Private,1013 Manufacturing,,5,65,67,65,"298,206",349,0.37,0.24
72089,72,089,5,102,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Private,102 Service-providing,,129,"1,296","1,304","1,339","7,671,167",449,0.90,0.85
72089,72,089,5,1021,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,27,264,262,269,"1,966,574",571,0.69,0.99
72089,72,089,5,1022,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Private,1022 Information,N,1,0,0,0,0,0,0.00,0.00
72089,72,089,5,1023,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Private,1023 Financial activities,,12,34,34,38,"190,915",416,0.32,0.13
72089,72,089,5,1024,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Private,1024 Professional and business services,,14,26,42,61,"519,548",929,0.20,0.20
72089,72,089,5,1025,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Private,1025 Education and health services,,25,137,137,139,"722,959",404,0.42,0.44
72089,72,089,5,1026,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,40,701,695,700,"3,123,353",344,3.17,5.76
72089,72,089,5,1027,2023,1,County,Puerto Rico,"Luquillo Municipio, Puerto Rico",Private,1027 Other services,N,10,0,0,0,0,0,0.00,0.00
72091,72,091,0,10,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,670,"13,949","14,101","14,281","130,027,774",709,1.00,1.00
72091,72,091,1,10,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,1,23,25,25,"482,179","1,524",0.09,0.15
72091,72,091,2,10,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",State Government,"10 Total, all industries",,18,"1,059","1,064","1,065","8,527,478",617,2.44,2.16
72091,72,091,3,10,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Local Government,"10 Total, all industries",,1,951,951,951,"4,702,233",380,0.70,0.47
72091,72,091,5,10,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Private,"10 Total, all industries",,650,"11,916","12,061","12,240","116,315,884",741,1.00,1.03
72091,72,091,5,101,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Private,101 Goods-producing,,72,"2,323","2,352","2,383","49,722,819","1,626",1.14,2.42
72091,72,091,5,1011,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Private,1011 Natural resources and mining,,18,95,97,93,"355,032",287,0.58,0.23
72091,72,091,5,1012,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Private,1012 Construction,,33,324,347,376,"2,619,256",577,0.52,0.41
72091,72,091,5,1013,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Private,1013 Manufacturing,,21,"1,904","1,908","1,914","46,748,531","1,884",1.58,3.71
72091,72,091,5,102,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Private,102 Service-providing,,578,"9,593","9,709","9,857","66,593,065",527,0.97,0.72
72091,72,091,5,1021,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,153,"2,482","2,473","2,516","14,942,095",462,0.94,0.74
72091,72,091,5,1022,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Private,1022 Information,,4,104,105,105,"736,240",541,0.37,0.13
72091,72,091,5,1023,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Private,1023 Financial activities,,39,314,306,318,"2,756,769",678,0.39,0.18
72091,72,091,5,1024,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Private,1024 Professional and business services,,69,"1,411","1,482","1,453","10,898,471",579,0.69,0.42
72091,72,091,5,1025,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Private,1025 Education and health services,,227,"4,354","4,412","4,497","33,082,943",576,1.98,1.98
72091,72,091,5,1026,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,53,820,819,853,"3,542,370",328,0.57,0.64
72091,72,091,5,1027,2023,1,County,Puerto Rico,"Manati Municipio, Puerto Rico",Private,1027 Other services,,33,108,112,115,"634,177",437,0.27,0.25
72093,72,093,0,10,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,64,"1,501","1,494","1,524","9,760,524",498,1.00,1.00
72093,72,093,1,10,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,1,5,5,5,"96,786","1,489",0.17,0.41
72093,72,093,2,10,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",State Government,"10 Total, all industries",,9,190,191,192,"1,529,429",616,4.12,5.17
72093,72,093,3,10,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",Local Government,"10 Total, all industries",,1,233,233,233,"594,052",196,1.60,0.79
72093,72,093,5,10,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",Private,"10 Total, all industries",,53,"1,073","1,065","1,094","7,540,257",538,0.84,0.89
72093,72,093,5,101,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",Private,101 Goods-producing,,34,946,939,951,"6,860,656",558,4.26,4.45
72093,72,093,5,1011,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",Private,1011 Natural resources and mining,,29,85,83,87,"148,305",134,5.09,1.30
72093,72,093,5,1012,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",Private,1012 Construction,N,2,0,0,0,0,0,0.00,0.00
72093,72,093,5,1013,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",Private,1013 Manufacturing,N,3,0,0,0,0,0,0.00,0.00
72093,72,093,5,102,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",Private,102 Service-providing,,19,127,126,143,"679,601",396,0.13,0.10
72093,72,093,5,1021,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,7,19,19,20,"55,461",221,0.07,0.04
72093,72,093,5,1023,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",Private,1023 Financial activities,N,2,0,0,0,0,0,0.00,0.00
72093,72,093,5,1024,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",Private,1024 Professional and business services,N,1,0,0,0,0,0,0.00,0.00
72093,72,093,5,1025,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",Private,1025 Education and health services,,4,59,59,59,"474,194",618,0.24,0.38
72093,72,093,5,1026,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,4,26,26,41,"83,736",208,0.26,0.20
72093,72,093,5,1027,2023,1,County,Puerto Rico,"Maricao Municipio, Puerto Rico",Private,1027 Other services,N,1,0,0,0,0,0,0.00,0.00
72095,72,095,0,10,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,60,"1,442","1,425","1,446","11,848,212",634,1.00,1.00
72095,72,095,1,10,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,2,543,541,552,"7,556,260","1,066",20.05,26.22
72095,72,095,2,10,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",State Government,"10 Total, all industries",,8,205,208,211,"1,667,709",617,4.77,4.64
72095,72,095,3,10,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",Local Government,"10 Total, all industries",,2,376,377,381,"874,033",178,2.76,0.95
72095,72,095,5,10,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",Private,"10 Total, all industries",,48,318,299,302,"1,750,210",439,0.24,0.17
72095,72,095,5,101,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",Private,101 Goods-producing,,5,6,6,6,"17,726",227,0.03,0.01
72095,72,095,5,1011,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",Private,1011 Natural resources and mining,N,3,0,0,0,0,0,0.00,0.00
72095,72,095,5,1012,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",Private,1012 Construction,N,2,0,0,0,0,0,0.00,0.00
72095,72,095,5,102,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",Private,102 Service-providing,,43,312,293,296,"1,732,484",444,0.29,0.21
72095,72,095,5,1021,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,16,65,64,64,"262,865",314,0.24,0.14
72095,72,095,5,1022,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",Private,1022 Information,N,1,0,0,0,0,0,0.00,0.00
72095,72,095,5,1023,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",Private,1023 Financial activities,N,2,0,0,0,0,0,0.00,0.00
72095,72,095,5,1024,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",Private,1024 Professional and business services,,3,6,6,6,"11,642",149,0.03,0.00
72095,72,095,5,1025,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",Private,1025 Education and health services,,12,115,92,94,"716,306",549,0.41,0.47
72095,72,095,5,1026,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,7,81,86,84,"297,709",274,0.55,0.59
72095,72,095,5,1027,2023,1,County,Puerto Rico,"Maunabo Municipio, Puerto Rico",Private,1027 Other services,N,2,0,0,0,0,0,0.00,0.00
72097,72,097,0,10,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,"1,596","29,908","30,250","30,611","214,120,126",544,1.00,1.00
72097,72,097,1,10,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,10,324,314,318,"7,215,648","1,742",0.55,1.39
72097,72,097,2,10,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",State Government,"10 Total, all industries",,42,"6,057","6,106","6,083","56,293,846",712,6.49,8.67
72097,72,097,3,10,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Local Government,"10 Total, all industries",,2,882,880,884,"5,032,000",439,0.30,0.30
72097,72,097,5,10,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Private,"10 Total, all industries",,"1,542","22,645","22,950","23,326","145,578,632",487,0.89,0.78
72097,72,097,5,101,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Private,101 Goods-producing,,139,"2,921","3,012","3,098","17,142,406",438,0.69,0.51
72097,72,097,5,1011,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Private,1011 Natural resources and mining,,22,283,285,279,"1,324,120",361,0.81,0.53
72097,72,097,5,1012,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Private,1012 Construction,,61,944,978,966,"5,543,240",443,0.63,0.53
72097,72,097,5,1013,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Private,1013 Manufacturing,,56,"1,694","1,749","1,853","10,275,046",448,0.71,0.49
72097,72,097,5,102,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Private,102 Service-providing,,"1,403","19,724","19,938","20,228","128,436,226",495,0.93,0.84
72097,72,097,5,1021,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,378,"5,644","5,605","5,590","35,625,104",488,0.98,1.07
72097,72,097,5,1022,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Private,1022 Information,,19,312,311,307,"2,518,620",625,0.50,0.27
72097,72,097,5,1023,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Private,1023 Financial activities,,124,865,871,862,"6,495,312",577,0.50,0.26
72097,72,097,5,1024,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Private,1024 Professional and business services,,190,"3,626","3,696","3,777","28,765,007",598,0.83,0.67
72097,72,097,5,1025,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Private,1025 Education and health services,,415,"5,920","6,075","6,177","41,843,634",531,1.27,1.52
72097,72,097,5,1026,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,171,"2,914","2,930","3,061","10,899,757",282,0.95,1.20
72097,72,097,5,1027,2023,1,County,Puerto Rico,"Mayaguez Municipio, Puerto Rico",Private,1027 Other services,,106,443,450,454,"2,288,792",392,0.50,0.55
72099,72,099,0,10,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,482,"5,141","5,154","5,288","27,849,005",412,1.00,1.00
72099,72,099,1,10,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,1,11,10,10,"213,174","1,587",0.10,0.31
72099,72,099,2,10,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",State Government,"10 Total, all industries",,11,531,536,537,"4,281,035",616,3.32,5.07
72099,72,099,3,10,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Local Government,"10 Total, all industries",,1,327,331,339,"1,455,273",337,0.67,0.67
72099,72,099,5,10,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Private,"10 Total, all industries",,469,"4,272","4,277","4,402","21,899,523",390,0.97,0.91
72099,72,099,5,101,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Private,101 Goods-producing,,120,"1,245","1,222","1,312","5,361,511",327,1.69,1.22
72099,72,099,5,1011,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Private,1011 Natural resources and mining,,45,135,136,140,"409,903",230,2.36,1.25
72099,72,099,5,1012,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Private,1012 Construction,,44,294,306,341,"1,551,278",380,1.28,1.13
72099,72,099,5,1013,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Private,1013 Manufacturing,,31,816,780,831,"3,400,330",323,1.85,1.26
72099,72,099,5,102,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Private,102 Service-providing,,349,"3,027","3,055","3,090","16,538,012",416,0.82,0.84
72099,72,099,5,1021,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,132,746,751,764,"3,367,970",344,0.77,0.78
72099,72,099,5,1022,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Private,1022 Information,N,1,0,0,0,0,0,0.00,0.00
72099,72,099,5,1023,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Private,1023 Financial activities,,19,107,108,108,"519,658",371,0.36,0.16
72099,72,099,5,1024,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Private,1024 Professional and business services,,45,852,853,855,"5,030,150",453,1.09,0.90
72099,72,099,5,1025,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Private,1025 Education and health services,,88,975,988,992,"6,511,132",508,1.18,1.82
72099,72,099,5,1026,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,48,286,293,308,"870,944",227,0.55,0.74
72099,72,099,5,1027,2023,1,County,Puerto Rico,"Moca Municipio, Puerto Rico",Private,1027 Other services,N,16,0,0,0,0,0,0.00,0.00
72101,72,101,0,10,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,217,"2,562","2,576","2,592","14,822,591",443,1.00,1.00
72101,72,101,1,10,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,1,10,10,11,"177,316","1,320",0.22,0.49
72101,72,101,2,10,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",State Government,"10 Total, all industries",,7,543,546,547,"4,452,205",628,6.89,9.91
72101,72,101,3,10,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Local Government,"10 Total, all industries",,1,290,290,290,"1,225,341",325,1.17,1.07
72101,72,101,5,10,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Private,"10 Total, all industries",,208,"1,719","1,730","1,744","8,967,729",399,0.79,0.70
72101,72,101,5,101,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Private,101 Goods-producing,,43,262,258,258,"1,229,902",365,0.68,0.53
72101,72,101,5,1011,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Private,1011 Natural resources and mining,,12,54,58,55,"246,883",341,1.89,1.42
72101,72,101,5,1012,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Private,1012 Construction,,16,100,92,96,"458,344",367,0.73,0.63
72101,72,101,5,1013,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Private,1013 Manufacturing,,15,108,108,107,"524,675",375,0.49,0.36
72101,72,101,5,102,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Private,102 Service-providing,,165,"1,457","1,472","1,486","7,737,827",404,0.81,0.74
72101,72,101,5,1021,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,61,579,580,585,"2,733,745",362,1.21,1.19
72101,72,101,5,1022,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Private,1022 Information,N,2,0,0,0,0,0,0.00,0.00
72101,72,101,5,1023,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Private,1023 Financial activities,,6,58,58,64,"346,327",444,0.43,0.20
72101,72,101,5,1024,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Private,1024 Professional and business services,,15,91,88,95,"497,323",419,0.25,0.17
72101,72,101,5,1025,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Private,1025 Education and health services,,43,443,449,450,"3,223,107",554,1.09,1.69
72101,72,101,5,1026,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,28,248,260,254,"760,927",230,0.93,1.21
72101,72,101,5,1027,2023,1,County,Puerto Rico,"Morovis Municipio, Puerto Rico",Private,1027 Other services,N,10,0,0,0,0,0,0.00,0.00
72103,72,103,0,10,2023,1,County,Puerto Rico,"Naguabo Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,189,"2,170","2,214","2,196","13,793,068",484,1.00,1.00
72103,72,103,1,10,2023,1,County,Puerto Rico,"Naguabo Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,2,8,8,9,"192,958","1,781",0.22,0.58
72103,72,103,2,10,2023,1,County,Puerto Rico,"Naguabo Municipio, Puerto Rico",State Government,"10 Total, all industries",,10,371,407,373,"3,137,642",629,5.55,7.50
72103,72,103,3,10,2023,1,County,Puerto Rico,"Naguabo Municipio, Puerto Rico",Local Government,"10 Total, all industries",,2,217,217,217,"1,103,957",391,1.04,1.03
72103,72,103,5,10,2023,1,County,Puerto Rico,"Naguabo Municipio, Puerto Rico",Private,"10 Total, all industries",,175,"1,574","1,582","1,597","9,358,511",454,0.85,0.78
72103,72,103,5,101,2023,1,County,Puerto Rico,"Naguabo Municipio, Puerto Rico",Private,101 Goods-producing,,49,677,682,695,"4,498,599",505,2.16,2.06
72103,72,103,5,1011,2023,1,County,Puerto Rico,"Naguabo Municipio, Puerto Rico",Private,1011 Natural resources and mining,,15,49,50,52,"225,131",344,2.11,1.39
72103,72,103,5,1012,2023,1,County,Puerto Rico,"Naguabo Municipio, Puerto Rico",Private,1012 Construction,,21,291,297,310,"1,546,392",397,2.80,2.28
72103,72,103,5,1013,2023,1,County,Puerto Rico,"Naguabo Municipio, Puerto Rico",Private,1013 Manufacturing,,13,337,335,333,"2,727,076",626,1.79,2.04
72103,72,103,5,102,2023,1,County,Puerto Rico,"Naguabo Municipio, Puerto Rico",Private,102 Service-providing,,126,897,900,902,"4,859,912",416,0.58,0.50
72103,72,103,5,1021,2023,1,County,Puerto Rico,"Naguabo Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,45,454,460,462,"2,473,977",415,1.13,1.16
72103,72,103,5,1022,2023,1,County,Puerto Rico,"Naguabo Municipio, Puerto Rico",Private,1022 Information,N,1,0,0,0,0,0,0.00,0.00
72103,72,103,5,1023,2023,1,County,Puerto Rico,"Naguabo Municipio, Puerto Rico",Private,1023 Financial activities,,7,58,60,60,"348,870",452,0.48,0.22
72103,72,103,5,1024,2023,1,County,Puerto Rico,"Naguabo Municipio, Puerto Rico",Private,1024 Professional and business services,,16,51,49,50,"363,284",559,0.15,0.13
72103,72,103,5,1025,2023,1,County,Puerto Rico,"Naguabo Municipio, Puerto Rico",Private,1025 Education and health services,,22,112,111,112,"711,053",490,0.32,0.40
